"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1276","visualizer","src/visualizer/NodeToSVG.java","5","297","Found 'DD'-anomaly for variable 'startY' (lines '297'-'304').","Controversial Rules","DataflowAnomalyAnalysis"
"1277","visualizer","src/visualizer/NodeToSVG.java","5","297","Found 'DD'-anomaly for variable 'startY' (lines '297'-'306').","Controversial Rules","DataflowAnomalyAnalysis"
"1278","visualizer","src/visualizer/NodeToSVG.java","5","298","Found 'DU'-anomaly for variable 'ySpacing' (lines '298'-'321').","Controversial Rules","DataflowAnomalyAnalysis"
"1279","visualizer","src/visualizer/NodeToSVG.java","3","307","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1280","visualizer","src/visualizer/NodeToSVG.java","5","310","Found 'DU'-anomaly for variable 'intermediateY' (lines '310'-'321').","Controversial Rules","DataflowAnomalyAnalysis"
"1281","visualizer","src/visualizer/NodeToSVG.java","5","319","Found 'DU'-anomaly for variable 'startY' (lines '319'-'321').","Controversial Rules","DataflowAnomalyAnalysis"
"1282","visualizer","src/visualizer/NodeToSVG.java","3","323","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"1283","visualizer","src/visualizer/NodeToSVG.java","3","323","The method 'position' has a Cyclomatic Complexity of 35.","Code Size Rules","CyclomaticComplexity"
"1284","visualizer","src/visualizer/NodeToSVG.java","3","323","The method position() has an NCSS line count of 107","Code Size Rules","NcssMethodCount"
"1285","visualizer","src/visualizer/NodeToSVG.java","3","323","The method position() has an NPath complexity of 2929500","Code Size Rules","NPathComplexity"
"1286","visualizer","src/visualizer/NodeToSVG.java","5","325","Found 'DU'-anomaly for variable 'startX' (lines '325'-'456').","Controversial Rules","DataflowAnomalyAnalysis"
"1287","visualizer","src/visualizer/NodeToSVG.java","5","327","Found 'DD'-anomaly for variable 'endY' (lines '327'-'448').","Controversial Rules","DataflowAnomalyAnalysis"
"1288","visualizer","src/visualizer/NodeToSVG.java","3","332","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1289","visualizer","src/visualizer/NodeToSVG.java","3","338","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1290","visualizer","src/visualizer/NodeToSVG.java","5","339","Found 'DD'-anomaly for variable 'maxLines' (lines '339'-'342').","Controversial Rules","DataflowAnomalyAnalysis"
"1291","visualizer","src/visualizer/NodeToSVG.java","5","340","Found 'DD'-anomaly for variable 'maxLineLength' (lines '340'-'343').","Controversial Rules","DataflowAnomalyAnalysis"
"1292","visualizer","src/visualizer/NodeToSVG.java","3","349","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1293","visualizer","src/visualizer/NodeToSVG.java","5","352","Found 'DD'-anomaly for variable 'arcs' (lines '352'-'373').","Controversial Rules","DataflowAnomalyAnalysis"
"1294","visualizer","src/visualizer/NodeToSVG.java","3","396","Avoid variables with short names like it","Naming Rules","ShortVariable"
"1295","visualizer","src/visualizer/NodeToSVG.java","5","448","Found 'DD'-anomaly for variable 'endY' (lines '448'-'449').","Controversial Rules","DataflowAnomalyAnalysis"
"1296","visualizer","src/visualizer/NodeToSVG.java","5","450","Found 'DU'-anomaly for variable 'startY' (lines '450'-'456').","Controversial Rules","DataflowAnomalyAnalysis"
"1297","visualizer","src/visualizer/NodeToSVG.java","5","475","Found 'DU'-anomaly for variable 'href' (lines '475'-'491').","Controversial Rules","DataflowAnomalyAnalysis"
"1298","visualizer","src/visualizer/NodeToSVG.java","3","538","The String literal '<g transform=\'translate(' appears 6 times in this file; the first occurrence is on line 538","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1299","visualizer","src/visualizer/NodeToSVG.java","3","541","Avoid variables with short names like x","Naming Rules","ShortVariable"
"1300","visualizer","src/visualizer/NodeToSVG.java","3","541","Avoid variables with short names like y","Naming Rules","ShortVariable"
"1301","visualizer","src/visualizer/NodeToSVG.java","3","552","String.indexOf(char) is faster than String.indexOf(String).","String and StringBuffer Rules","UseIndexOfChar"
"1302","visualizer","src/visualizer/NodeToSVG.java","3","559","The String literal '</text>' appears 6 times in this file; the first occurrence is on line 559","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1303","visualizer","src/visualizer/NodeToSVG.java","3","563","The String literal '</g>' appears 9 times in this file; the first occurrence is on line 563","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1304","visualizer","src/visualizer/NodeToSVG.java","3","566","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1305","visualizer","src/visualizer/NodeToSVG.java","3","566","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1306","visualizer","src/visualizer/NodeToSVG.java","3","566","Avoid variables with short names like x","Naming Rules","ShortVariable"
"1307","visualizer","src/visualizer/NodeToSVG.java","3","566","Avoid variables with short names like y","Naming Rules","ShortVariable"
"1308","visualizer","src/visualizer/NodeToSVG.java","5","572","Found 'DU'-anomaly for variable 'yStart' (lines '572'-'579').","Controversial Rules","DataflowAnomalyAnalysis"
"1309","visualizer","src/visualizer/NodeToSVG.java","3","583","The String literal '\' font-family=\'Verdana\'>' appears 4 times in this file; the first occurrence is on line 583","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1310","visualizer","src/visualizer/NodeToSVG.java","3","615","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"1311","visualizer","src/visualizer/NodeToSVG.java","2","646","Avoid reassigning parameters such as 'labelY'","Design Rules","AvoidReassigningParameters"
"1312","visualizer","src/visualizer/NodeToSVG.java","5","647","Found 'DD'-anomaly for variable 'labelX' (lines '647'-'655').","Controversial Rules","DataflowAnomalyAnalysis"
"1313","visualizer","src/visualizer/NodeToSVG.java","5","648","Found 'DU'-anomaly for variable 'arcY' (lines '648'-'688').","Controversial Rules","DataflowAnomalyAnalysis"
"1314","visualizer","src/visualizer/NodeToSVG.java","5","649","Found 'DU'-anomaly for variable 'upperXspacing' (lines '649'-'688').","Controversial Rules","DataflowAnomalyAnalysis"
"1315","visualizer","src/visualizer/NodeToSVG.java","5","650","Found 'DU'-anomaly for variable 'midXspacing' (lines '650'-'688').","Controversial Rules","DataflowAnomalyAnalysis"
"1316","visualizer","src/visualizer/NodeToSVG.java","5","651","Found 'DU'-anomaly for variable 'labelSpacing' (lines '651'-'688').","Controversial Rules","DataflowAnomalyAnalysis"
"1317","visualizer","src/visualizer/NodeToSVG.java","3","700","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1318","visualizer","src/visualizer/NodeToSVG.java","3","700","The String literal '...' appears 5 times in this file; the first occurrence is on line 700","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1319","visualizer","src/visualizer/NodeToSVG.java","3","705","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1320","visualizer","src/visualizer/NodeToSVG.java","3","705","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1321","visualizer","src/visualizer/NodeToSVG.java","5","708","Found 'DD'-anomaly for variable 'literalText' (lines '708'-'710').","Controversial Rules","DataflowAnomalyAnalysis"
"1322","visualizer","src/visualizer/NodeToSVG.java","5","708","Found 'DD'-anomaly for variable 'literalText' (lines '708'-'712').","Controversial Rules","DataflowAnomalyAnalysis"
"1323","visualizer","src/visualizer/NodeToSVG.java","3","710","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"1324","visualizer","src/visualizer/NodeToSVG.java","3","712","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"1325","visualizer","src/visualizer/NodeToSVG.java","3","715","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1326","visualizer","src/visualizer/NodeToSVG.java","3","721","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"1327","visualizer","src/visualizer/NodeToSVG.java","2","721","Avoid reassigning parameters such as 'searchText'","Design Rules","AvoidReassigningParameters"
"1328","visualizer","src/visualizer/NodeToSVG.java","3","721","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1329","visualizer","src/visualizer/NodeToSVG.java","3","721","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1330","visualizer","src/visualizer/NodeToSVG.java","3","721","The method 'formatMultipleLines' has a Cyclomatic Complexity of 33.","Code Size Rules","CyclomaticComplexity"
"1331","visualizer","src/visualizer/NodeToSVG.java","3","721","The method formatMultipleLines() has an NPath complexity of 201624","Code Size Rules","NPathComplexity"
"1332","visualizer","src/visualizer/NodeToSVG.java","5","726","Found 'DD'-anomaly for variable 'partialMatch' (lines '726'-'729').","Controversial Rules","DataflowAnomalyAnalysis"
"1333","visualizer","src/visualizer/NodeToSVG.java","5","729","Found 'DU'-anomaly for variable 'partialMatch' (lines '729'-'830').","Controversial Rules","DataflowAnomalyAnalysis"
"1334","visualizer","src/visualizer/NodeToSVG.java","5","736","Found 'DD'-anomaly for variable 'insideTag' (lines '736'-'748').","Controversial Rules","DataflowAnomalyAnalysis"
"1335","visualizer","src/visualizer/NodeToSVG.java","3","742","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"1336","visualizer","src/visualizer/NodeToSVG.java","3","751","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"1337","visualizer","src/visualizer/NodeToSVG.java","3","758","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"1338","visualizer","src/visualizer/NodeToSVG.java","3","760","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"1339","visualizer","src/visualizer/NodeToSVG.java","3","781","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1340","visualizer","src/visualizer/NodeToSVG.java","5","782","Found 'DD'-anomaly for variable 'visibleChars' (lines '782'-'795').","Controversial Rules","DataflowAnomalyAnalysis"
"1341","visualizer","src/visualizer/NodeToSVG.java","3","791","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"1342","visualizer","src/visualizer/NodeToSVG.java","3","805","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1343","visualizer","src/visualizer/NodeToSVG.java","5","809","Found 'DD'-anomaly for variable 'firstLineWithSearchText' (lines '809'-'809').","Controversial Rules","DataflowAnomalyAnalysis"
"1344","visualizer","src/visualizer/NodeToSVG.java","5","809","Found 'DD'-anomaly for variable 'firstLineWithSearchText' (lines '809'-'814').","Controversial Rules","DataflowAnomalyAnalysis"
"1345","visualizer","src/visualizer/NodeToSVG.java","5","809","Found 'DU'-anomaly for variable 'firstLineWithSearchText' (lines '809'-'830').","Controversial Rules","DataflowAnomalyAnalysis"
"1346","visualizer","src/visualizer/NodeToSVG.java","3","810","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"1347","visualizer","src/visualizer/NodeToSVG.java","3","810","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Design Rules","UseLocaleWithCaseConversions"
"1348","visualizer","src/visualizer/NodeToSVG.java","5","814","Found 'DU'-anomaly for variable 'firstLineWithSearchText' (lines '814'-'830').","Controversial Rules","DataflowAnomalyAnalysis"
"1349","visualizer","src/visualizer/NodeToSVG.java","5","822","Found 'DU'-anomaly for variable 'previousToken' (lines '822'-'830').","Controversial Rules","DataflowAnomalyAnalysis"
